Id,UserId,Date
1,5,70747
2,6,70747
3,8,70747
4,23,70747
5,36,70747
6,37,70747
7,50,70747
8,55,70747
9,5,70747
10,8,70747
11,13,70748
12,18,70748
13,23,70748
14,24,70748
16,59,70748
17,66,70748
18,69,70748
19,75,70748
20,13,70748
21,23,70748
22,6,70748
23,60,70748
24,80,70748
25,6,70749
26,22,70749
27,23,70749
28,24,70749
29,41,70749
31,50,70749
32,55,70749
33,57,70749
34,59,70749
35,62,70749
37,64,70749
38,66,70749
39,69,70749
40,71,70749
41,76,70749
42,77,70749
43,78,70749
44,80,70749
45,81,70749
46,88,70749
47,23,70749
48,60,70749
49,61,70749
50,74,70749
51,2,70749
52,3,70749
53,7,70749
54,8,70749
55,10,70749
56,11,70749
57,12,70749
58,13,70749
60,18,70749
61,19,70749
62,27,70749
63,29,70749
64,38,70750
65,39,70750
66,40,70750
67,41,70750
69,46,70750
70,50,70750
71,53,70750
72,54,70750
73,55,70750
74,57,70750
75,59,70750
76,60,70750
77,62,70750
78,64,70750
79,65,70750
80,66,70750
81,69,70750
82,71,70750
83,74,70750
84,75,70750
85,76,70750
86,78,70750
87,80,70750
88,84,70750
89,85,70750
90,88,70750
91,23,70750
93,22,71047
94,62,71047
95,8,71047
96,36,71047
97,55,71047
98,36,71047
99,94,71047
100,39,71346
101,41,71346
102,56,71346
103,87,71347
104,17,71347
105,68,71347
106,69,71347
107,87,71347
108,94,71347
109,101,71347
110,6,71347
112,39,71646
113,17,71646
114,74,71946
115,83,71947
116,96,71947
117,93,71947
118,103,71947
119,104,71947
120,25,71947
121,36,71947
122,107,71947
123,25,72246
124,74,72246
125,102,72246
126,93,72546
127,22,72547
128,74,72547
129,69,72846
130,72,72847
131,5,72847
132,33,72847
133,60,72847
134,13,72848
135,103,72848
136,111,72848
137,113,72848
138,22,73146
139,5,73146
140,13,73146
141,116,73146
142,117,73146
143,88,73446
144,8,73446
145,117,73447
146,120,73447
147,119,73447
148,114,73746
149,29,73746
150,121,73746
151,55,74046
152,57,74046
153,117,74046
154,25,74046
155,61,74046
156,46,74346
157,69,74346
158,16,74347
159,46,74347
160,46,74347
161,69,74347
162,122,74347
163,123,74646
164,58,74946
165,58,74946
166,124,75246
167,12,75246
168,114,75246
169,127,75246
170,126,75246
171,127,75246
172,39,75546
173,87,75546
174,124,75547
175,13,75547
176,61,75846
177,128,75846
178,103,75847
179,38,76146
180,24,76146
181,72,76146
182,54,76146
183,83,76446
184,132,76446
185,132,76446
186,117,76446
187,130,76746
188,130,76746
189,130,76746
190,133,76746
191,135,77046
192,131,77346
193,83,77346
195,140,77646
196,142,77946
197,13,77947
198,138,77947
199,140,77947
200,83,77947
201,61,78246
202,142,78247
203,5,78247
204,5,78247
205,24,78546
206,22,78846
207,90,78846
208,90,79146
209,147,79146
210,142,79446
211,148,79446
212,5,79446
213,88,79746
214,17,79747
215,138,80047
216,39,80047
217,88,81246
218,153,81246
219,18,81547
220,90,81846
221,156,82146
222,81,82446
223,154,82747
224,145,82747
225,145,83047
226,154,83047
229,158,83347
230,159,83347
231,159,83647
232,161,83947
233,148,84247
234,163,84547
235,131,84847
236,159,85447
237,164,85447
238,108,85747
239,54,85747
240,159,86647
241,90,87247
242,158,87247
244,169,88147
245,166,88447
246,119,89347
247,74,89947
248,173,89947
249,174,90847
250,175,91147
251,176,91147
252,24,91447
253,177,91747
254,13,92647
255,174,92647
256,178,92647
257,173,92947
258,179,92947
260,62,93847
261,81,94147
262,62,94447
263,181,96548
264,80,97148
265,181,97148
266,183,97148
267,83,97748
268,184,98048
269,184,98048
270,183,98948
271,183,99848
272,186,99848
273,174,100448
274,175,100448
275,188,100448
276,18,100748
277,187,101348
280,23,101348
281,189,102548
282,190,103448
283,190,103448
284,191,104348
285,159,104948
288,85,105248
289,191,105549
290,144,105549
291,154,105549
292,144,105549
293,193,105848
294,159,106148
295,174,106149
296,193,106448
297,187,106749
298,85,107049
299,196,107949
300,197,107949
301,196,108249
302,154,109149
303,178,110350
304,128,111250
305,79,111550
306,128,111550
307,196,111550
308,200,111550
309,199,111848
310,71,111848
311,85,111848
312,87,111848
313,144,111848
314,148,111848
315,166,111848
316,173,111848
317,175,111848
318,183,111848
319,188,111848
320,190,111848
321,132,112148
322,202,112148
323,203,112148
324,103,113048
325,144,113048
326,103,113348
327,144,113648
328,199,113948
329,65,114548
330,204,114548
331,66,114548
332,206,115748
333,114,116049
334,207,116049
336,196,117548
337,212,117848
338,103,118450
339,138,118450
340,196,118450
341,212,118450
342,196,119049
343,199,119348
344,214,120248
345,108,121149
346,218,121448
347,217,121748
348,217,122349
349,79,122349
350,217,122349
351,190,122649
352,187,122649
353,190,123249
354,88,123549
355,211,124149
356,194,124149
357,159,124149
358,169,124450
359,171,124450
360,107,126250
361,88,126851
362,213,127150
363,213,127449
364,215,128351
365,215,128649
366,198,128949
367,62,129552
368,107,129553
369,221,129553
370,215,129852
371,40,131652
372,220,131653
373,222,131653
374,56,132253
375,220,132852
376,13,132853
377,225,134052
378,189,134352
379,199,136752
380,198,137952
381,232,137952
382,232,137952
383,194,137952
384,168,138252
386,38,138852
387,38,138852
388,215,139151
389,210,139152
390,217,139152
391,89,139452
392,62,140351
394,18,140951
396,36,141251
398,230,142151
399,71,142752
400,190,143351
401,190,143351
402,5,143651
403,75,143651
404,240,143651
405,8,144251
406,241,144551
407,24,144851
408,200,145151
409,22,145451
410,148,146051
412,38,147251
413,200,147251
414,218,149365
415,233,150742
416,229,151342
417,240,151343
418,89,151642
420,139,151942
422,58,153142
423,68,153143
424,200,154942
425,216,155246
426,248,155547
427,215,156446
428,220,156447
429,247,158247
430,151,158247
431,151,158247
432,54,158847
433,54,161247
434,90,164247
435,74,166047
436,24,168151
437,178,168152
438,8,168152
439,155,169051
440,34,171452
441,83,171452
442,61,171452
444,170,172952
446,71,174452
447,226,175052
448,196,175952
450,89,184691
451,191,185291
452,252,188592
453,252,188892
454,111,189192
455,34,190392
456,251,191892
457,19,193692
458,68,194593
459,223,194593
460,223,196092
461,103,196093
462,223,196692
463,125,197592
464,194,197593
465,213,197593
466,221,197593
467,223,198792
468,199,200592
469,252,200892
470,253,201492
471,253,201792
472,38,201792
473,226,202392
474,108,203892
475,253,204492
476,108,206292
477,17,206592
478,5,208392
479,229,209892
480,254,210492
481,255,211092
482,170,211692
483,251,212292
484,139,213192
485,8,213492
486,88,213492
487,34,217992
488,210,217992
489,256,219492
490,256,220992
491,219,222192
492,23,224292
493,62,224892
494,210,226092
495,258,227292
496,77,228192
497,43,228192
498,43,228192
499,210,228492
501,247,234792
502,30,235692
503,8,237793
504,77,238092
505,138,239892
506,132,240792
507,212,243493
508,259,247693
509,11,249793
510,259,250093
511,132,250393
512,74,250694
513,261,250993
515,168,255794
516,129,255794
517,168,255794
518,189,256094
519,251,261494
521,110,261794
523,260,266294
524,260,272296
525,263,275897
526,252,277998
527,128,289398
528,89,289398
529,210,294498
530,223,295098
531,268,299899
532,267,300199
533,268,301099
534,266,301999
535,266,301999
537,62,304399
538,223,304699
539,223,305899
540,267,306199
541,223,306499
542,267,307699
543,266,308299
544,214,309499
545,190,309499
547,33,313099
548,199,313099
549,270,313999
550,260,314299
552,218,317299
553,217,317299
554,68,319699
555,53,319999
556,18,322399
557,197,322399
558,5,323899
559,219,324199
562,247,326599
564,270,328399
565,88,329599
566,35,332600
567,92,333200
568,92,333200
569,114,335300
570,159,352105
571,260,367106
572,174,368606
573,159,381205
574,166,387206
575,273,389606
576,273,391106
577,222,392006
578,69,395006
579,133,395606
581,5,402508
